435 C 164.20000 -844.30000  15.40000  6.000 
436 C 164.20000 -868.20000  12.30000  6.000 
437 C 166.50000 -890.50000  12.30000  6.000 
438 B 166.50000 -902.90000  12.30000  8.000 
439 C 165.20000 -911.40000  10.30000  5.000 
440 C 162.70000 -924.20000  10.30000  5.000 
441 C 161.80000 -942.70000   7.80000  5.000 
442 C 161.40000 -960.80000   7.80000  5.000 
443 C 161.30000 -974.90000   6.70000  5.000 
444 C 158.50000 -977.70000   6.70000  5.000 
445 C 157.70000 -980.90000   6.70000  5.000 
446 C 156.20000 -983.50000   6.70000  5.000 
447 C 157.00000 -985.30000   6.70000  5.000 
448 C 154.80000 -991.50000   1.20000  5.000 
449 C 149.30000 -994.50000   1.20000  5.000 
450 C 149.30000 -997.80000   1.20000  5.000 
451 C 146.60000 -999.60000  -5.40000  5.000 
452 C 143.70000 -1008.40000  -5.40000  5.000 
453 C 143.70000 -1017.90000  -8.30000  5.000 
454 C 139.60000 -1021.30000 -11.50000  5.000 
455 C 139.60000 -1024.20000 -11.50000  5.000 
456 B 137.80000 -1027.90000 -14.70000  5.000 
457 C 136.10000 -1030.10000 -14.70000  4.000 
458 C 134.50000 -1030.10000 -15.70000  4.000 
459 C 134.50000 -1033.50000 -18.70000  4.000 
460 C 126.80000 -1042.00000 -20.50000  4.000 
461 C 117.50000 -1052.40000 -23.10000  4.000 
462 C 106.50000 -1068.30000 -30.10000  4.000 
463 C  97.30000 -1083.60000 -32.20000  4.000 
464 C  94.10000 -1087.70000 -32.20000  4.000 
465 C  94.00000 -1091.00000 -32.20000  4.000 
466 C  90.60000 -1091.60000 -32.20000  4.000 
467 C  82.90000 -1105.30000 -32.20000  4.000 
468 C  82.10000 -1105.90000 -32.20000  4.000 
469 C  82.10000 -1109.20000 -32.20000  4.000 
470 C  73.40000 -1120.70000 -31.70000  4.000 
471 C  60.10000 -1132.50000 -29.40000  4.000 
472 C  55.70000 -1135.10000 -29.40000  4.000 
473 C  50.90000 -1147.00000 -28.60000  3.000 
474 T  45.30000 -1150.20000 -28.60000  3.000 
475 C 137.80000 -1035.40000 -11.80000  4.000 
476 C 136.80000 -1039.20000 -15.70000  4.000 
477 C 134.30000 -1047.20000 -15.70000  4.000 
478 C 132.20000 -1057.60000 -18.40000  4.000 
479 C 134.00000 -1059.40000 -18.40000  4.000 
480 C 130.80000 -1060.90000 -20.50000  4.000 
481 C 130.60000 -1074.90000 -20.30000  3.000 
482 C 127.90000 -1092.10000 -23.60000  3.000 
483 C 119.80000 -1110.90000 -23.60000  3.000 
484 C 113.80000 -1123.40000 -26.30000  3.000 
485 C 110.80000 -1140.20000 -28.10000  3.000 
486 C 108.20000 -1161.90000 -30.80000  3.000 
487 C 105.40000 -1166.40000 -30.80000  3.000 
488 T 103.00000 -1167.40000 -30.80000  3.000 
489 C 169.60000 -906.00000  12.30000  4.000 
490 C 170.50000 -908.90000  10.10000  4.000 
491 C 172.50000 -927.70000   6.10000  4.000 
492 C 175.80000 -942.60000   4.50000  4.000 
493 C 178.30000 -947.20000   4.50000  4.000 
494 C 179.50000 -959.70000   0.70000  4.000 
495 C 183.20000 -966.50000   2.00000  4.000 
496 C 192.50000 -975.10000  -1.90000  4.000 
497 C 193.10000 -979.10000  -3.40000  3.000 
498 C 191.10000 -980.90000  -3.40000  3.000 
499 C 189.80000 -992.00000  -5.50000  3.000 
500 C 192.20000 -1000.30000  -8.40000  3.000 
501 C 190.70000 -1004.10000  -8.40000  3.000 
502 C 193.60000 -1008.50000 -12.00000  3.000 
503 C 190.90000 -1012.80000 -12.00000  3.000 
504 C 192.90000 -1020.90000 -12.00000  3.000 
505 C 191.30000 -1025.90000 -16.20000  3.000 
506 C 193.80000 -1029.20000 -13.90000  3.000 
507 C 194.00000 -1046.60000 -18.40000  3.000 
508 C 192.80000 -1048.30000 -18.40000  3.000 
509 C 194.60000 -1053.30000 -18.40000  3.000 
510 C 194.60000 -1054.00000 -18.40000  3.000 
511 C 194.10000 -1062.20000 -24.10000  3.000 
512 C 193.40000 -1064.60000 -23.30000  3.000 
513 C 196.30000 -1066.70000 -23.30000  3.000 
514 C 196.30000 -1078.30000 -32.30000  3.000 
515 C 194.30000 -1093.70000 -45.50000  3.000 
516 B 195.10000 -1116.30000 -48.00000  3.000 
517 C 189.80000 -1123.60000 -52.90000  3.000 
518 T 183.80000 -1131.90000 -48.80000  3.000 
519 C 200.40000 -1126.00000 -61.40000  3.000 
520 T 201.20000 -1141.80000 -65.40000  3.000 
521 C 166.90000 -799.30000  12.50000  7.000 
522 C 174.80000 -811.40000   6.10000  7.000 
523 C 176.90000 -818.20000   6.10000  7.000 
524 C 187.20000 -839.40000   8.60000  7.000 
525 C 198.50000 -857.10000   6.60000  7.000 
526 C 202.20000 -864.40000   8.90000  7.000 
527 C 204.60000 -866.80000   8.90000  7.000 
528 C 213.20000 -893.40000   5.20000  7.000 
529 C 214.60000 -902.10000   5.20000  7.000 
530 C 217.90000 -908.00000   5.20000  7.000 
531 C 218.60000 -909.90000   5.20000  7.000 
532 C 220.00000 -921.10000   4.20000  7.000 
533 B 224.60000 -933.10000   8.80000  4.000 
534 B 224.80000 -933.40000   8.80000  4.000 
535 T 219.40000 -933.90000   8.80000  3.000 
536 C 227.40000 -936.00000   8.80000  4.000 
537 C 233.30000 -950.70000   8.80000  4.000 
538 C 247.80000 -966.10000   6.60000  3.000 
539 C 257.50000 -983.10000   5.00000  3.000 
540 C 265.40000 -998.60000   2.20000  3.000 
541 C 267.00000 -1007.10000   2.20000  3.000 
542 C 275.90000 -1013.60000   2.20000  3.000 
543 C 282.20000 -1025.40000   0.10000  3.000 
544 C 301.20000 -1047.30000   0.10000  3.000 
