324  0.64  5.07  1182
325  0.64  5.20  1187
326  0.88  9.98  963
327  0.80  11.48  973
328  0.80  7.85  985
329  0.72  17.14  993
330  0.64  5.23  1010
331  0.64  5.79  1015
332  0.64  7.39  1021
333  0.64  6.66  1028
334  0.64  7.16  1035
335  0.72  0.10  1042
336  0.80  7.64  1042
337  0.72  6.84  1050
338  0.64  20.30  1057
339  0.64  11.00  1077
340  0.64  8.08  1088
341  0.64  5.23  1096
342  0.64  3.82  1101
343  0.64  6.80  1105
344  0.64  4.50  1112
345  0.64  4.90  1116
346  0.64  3.11  1121
347  0.64  3.50  1124
348  0.64  1.61  1128
349  0.64  4.00  1130
350  0.64  2.89  1134
351  0.64  5.30  1136
352  0.52  8.66  1142
353  0.80  8.36  993
354  0.80  10.20  1001
355  0.80  10.92  1011
356  0.80  7.01  1022
357  0.80  8.46  1029
358  0.80  4.78  1038
359  0.80  0.40  1042
360  0.80  5.50  1043
361  0.80  2.28  1048
362  0.80  3.43  1051
363  0.80  2.60  1054
364  0.80  4.98  1057
365  0.56  8.81  1062
366  0.48  7.98  1070
367  0.72  11.30  1078
368  0.56  9.11  1090
369  0.48  12.93  1099
370  0.80  5.63  895
371  0.56  6.58  901
372  0.64  10.82  907
373  0.64  22.26  918
374  0.56  17.01  941
375  0.48  15.16  958
376  0.48  19.37  973
377  0.48  16.54  992
378  0.68  17.16  1009
379  0.60  19.91  1026
380  0.48  16.96  1046
381  0.48  11.79  1063
382  0.48  4.92  1074
383  0.48  22.49  1079
384  0.56  4.02  1102
385  0.52  7.16  1106
386  0.48  5.56  1113
387  0.48  7.50  1119
388  0.48  3.96  1126
389  0.48  7.28  1130
390  0.48  3.92  1137
391  0.56  2.00  1141
392  0.52  6.51  1143
393  0.48  1.50  1150
394  0.56  5.25  1106
395  0.48  5.11  1111
396  0.48  7.62  1116
397  0.48  3.11  1124
398  0.48  12.06  1127
399  0.48  3.18  1139
400  0.48  10.19  1142
401  0.48  3.54  1152
402  0.56  11.04  1026
403  0.48  3.86  1037
404  0.48  6.13  1041
405  0.48  4.27  1047
406  0.48  3.62  1051
407  0.48  3.77  1055
408  0.48  7.94  1058
409  0.48  11.46  1066
410  0.48  8.38  1078
411  0.48  12.07  1086
412  0.48  10.18  1098
413  0.48  9.84  1109
414  0.48  2.00  1118
415  0.48  7.33  1120
416  0.48  5.14  1118
417  3.04  6.40  527
418  2.76  13.73  534
419  2.60  15.12  547
420  2.68  14.48  563
421  2.72  17.51  577
422  2.60  16.62  595
423  2.48  24.82  611
424  2.40  14.21  636
425  2.40  15.55  650
426  2.40  28.85  666
427  1.80  15.67  695
428  1.96  15.45  710
429  1.60  6.67  726
430  1.12  13.90  732
431  1.12  16.30  746
432  1.00  14.24  763
433  0.96  24.10  777
434  0.96  22.42  801
435  1.20  12.40  823
436  1.04  8.83  836
437  0.80  13.04  845
438  0.80  18.69  858
439  0.80  18.10  876
440  0.80  14.14  894
441  0.80  3.96  909
442  0.80  3.30  912
443  0.80  3.00  916
444  0.80  1.97  919
445  0.80  8.57  921
446  0.80  6.26  929
447  0.80  3.30  936
448  0.80  7.35  939
449  0.80  9.27  946
450  0.80  9.93  956
451  0.80  6.21  965
452  0.80  2.90  972
453  0.80  5.21  975
454  0.72  2.78  980
455  0.64  1.89  983
456  0.64  4.53  984
457  0.64  11.61  989
458  0.64  14.19  1001
459  0.64  20.56  1015
460  0.64  17.98  1035
461  0.64  5.20  1053
462  0.64  3.30  1059
463  0.64  3.45  1062
464  0.64  15.72  1065
465  0.64  1.00  1081
466  0.64  3.30  1082
467  0.64  14.43  1085
468  0.64  17.93  1100
469  0.64  5.11  1118
470  0.52  12.86  1123
471  0.48  6.45  1136
472  0.68  8.04  980
473  0.64  5.54  988
474  0.64  8.38  993
475  0.64  10.95  1002
476  0.64  2.55  1013
477  0.64  4.11  1015
478  0.56  14.00  1019
479  0.48  17.72  1033
480  0.48  20.47  1051
481  0.48  14.13  1072
482  0.48  17.16  1086
483  0.48  22.02  1103
484  0.48  5.30  1125
485  0.48  2.60  1130
486  0.96  4.38  836
487  0.64  3.75  840
488  0.64  19.32  844
489  0.64  15.34  863
490  0.64  5.24  879
491  0.64  13.12  884
492  0.64  7.85  897
493  0.64  13.25  905
494  0.56  4.31  918
495  0.48  2.69  922
496  0.48  11.37  925
497  0.48  9.11  936
498  0.48  4.09  945
499  0.48  6.38  950
500  0.48  5.08  956
501  0.48  8.34  961
502  0.48  6.72  969
503  0.48  4.74  976
504  0.48  17.97  981
505  0.48  2.08  999
506  0.48  5.31  1001
507  0.48  0.70  1006
508  0.48  10.00  1007
509  0.48  2.62  1017
510  0.48  3.58  1020
511  0.48  14.68  1023
512  0.48  20.38  1038
513  0.48  22.75  1058
514  0.48  10.27  1081
515  0.48  11.03  1091
516  0.48  17.37  1081
517  0.48  16.32  1098
518  1.60  5.44  726
519  1.12  15.80  731
520  1.12  7.12  747
521  1.12  23.70  754
522  1.12  21.09  778
523  1.12  8.50  799
524  1.12  3.39  807
525  1.12  28.20  811
526  1.12  8.81  839
527  1.12  6.76  848
528  1.12  2.02  855
529  1.12  11.33  857
530  0.76  13.65  868
531  0.64  0.36  882
532  0.56  5.42  882
533  0.64  3.68  882
534  0.64  15.84  886
535  0.54  21.27  901
536  0.48  19.64  923
537  0.48  17.62  942
538  0.48  8.65  960
539  0.48  11.02  969
540  0.48  13.54  980
541  0.48  28.99  993
542  0.48  4.12  1022
543  0.48  9.67  1026
544  0.48  7.70  1036
545  0.48  17.96  1044
546  0.48  6.01  1062
547  0.48  12.12  1068
548  0.48  22.31  1080
549  0.48  11.86  1102
550  0.48  5.61  1114
551  0.48  6.99  1120
552  0.48  3.35  1126
553  0.48  13.80  1130
554  0.40  12.38  1144
555  0.48  7.37  1114
556  0.48  4.97  1121
557  0.48  17.96  1126
558  0.48  2.20  1144
559  0.48  8.54  1146
560  0.48  4.12  1155
561  0.48  6.11  1159
562  0.40  9.87  1165
563  0.32  1.80  1175
564  0.76  7.69  882
565  0.80  8.73  889
566  0.80  18.53  898
567  0.80  10.94  916
568  0.80  2.10  927
569  0.80  2.75  930
570  0.80  5.70  932
571  0.56  11.57  938
572  0.64  4.25  950
573  0.80  9.23  954
574  0.80  3.90  963
575  0.80  7.38  967
576  0.68  7.73  974
577  0.64  6.94  982
578  0.64  6.77  989
579  0.64  4.00  996
580  0.64  9.97  1000
581  0.56  3.05  1010
582  0.60  10.25  1013
583  0.56  3.69  1023
584  0.48  3.18  1027
585  0.48  8.59  1030
586  0.48  4.28  1038
587  0.48  4.42  1043
588  0.48  14.58  1047
589  0.48  14.65  1062
590  0.48  15.08  1076
591  0.48  18.18  1092
592  0.48  16.08  1110
593  0.48  9.54  1126
594  0.48  8.86  1135
595  0.48  7.73  1144
596  0.48  8.64  1152
597  0.40  13.64  1161
598  0.32  19.90  1174
599  0.48  4.28  1062
600  0.48  6.89  1066
601  0.48  10.94  1073
602  0.48  12.95  1084
603  0.48  15.36  1097
604  0.48  5.45  1112
605  0.48  12.85  1118
606  0.48  21.43  1130
607  0.36  7.67  1152
608  0.56  4.49  1023
609  0.48  8.00  1028
610  0.48  4.25  1036
611  0.48  15.50  1040
612  0.48  14.63  1055
613  0.48  21.83  1070
614  0.48  1.02  1092
615  0.48  6.20  1093
616  0.48  13.48  1099
617  0.48  8.28  1112
618  0.18  17.81  1121
619  0.24  20.59  1139
620  0.48  13.51  1159
621  0.48  11.10  1173
622  0.56  16.20  1010
623  0.48  3.68  1026
624  0.48  6.16  1030
625  0.48  20.31  1036
626  0.48  6.88  1056
627  0.48  19.79  1063
628  0.48  10.34  1083
629  0.48  3.31  1093
630  0.48  9.93  1096
631  0.48  13.07  1106
632  0.48  24.45  1119
633  0.48  3.16  1144
634  0.48  6.55  1147
635  0.48  2.50  1154
636  0.48  7.49  1156
637  0.48  16.32  1164
638  0.48  20.79  1180
639  0.36  7.26  1201
640  0.32  3.49  1208
641  0.32  3.77  1211
642  1.84  5.24  695
643  1.28  8.68  700
644  1.28  32.63  708
645  1.28  6.58  741
646  1.28  10.01  748
647  1.12  7.52  758
648  0.88  8.29  765
649  0.72  7.39  774
650  0.64  6.32  781
651  0.56  9.91  787
652  0.48  9.63  797
653  0.48  10.92  807
654  0.48  11.30  818
655  0.48  1.58  829
656  0.48  4.67  831
657  0.48  11.64  835
658  0.36  15.84  847
659  0.56  3.56  807
660  0.64  2.51  810
661  0.64  4.16  813
662  0.64  8.29  817
663  0.64  10.00  825
664  1.20  3.33  758
665  1.12  10.68  761
666  0.88  11.18  772
667  0.80  15.54  783
668  0.80  15.44  798
669  0.80  8.13  814
670  0.80  13.72  822
671  0.80  11.33  836
672  0.80  19.48  847
673  0.72  20.42  867
674  0.64  5.24  887
675  0.56  4.13  892
676  0.48  8.42  896
677  0.48  8.97  905
678  0.48  16.01  914
679  0.48  9.52  930
680  0.48  4.85  939
681  0.48  3.62  944
682  0.48  6.89  948
683  0.48  4.66  955
684  0.48  11.29  959
685  0.48  5.10  971
686  0.48  5.38  976
687  0.48  4.79  981
688  0.40  4.22  986
689  0.32  12.35  990
690  0.32  13.24  1002
691  0.32  13.00  1016
692  0.32  23.60  1029
693  0.32  12.90  1052
694  0.32  16.09  1065
695  0.32  6.25  1081
696  0.32  22.24  1087
697  0.56  4.44  986
698  0.56  3.36  990
699  0.36  8.56  994
700  0.32  7.83  1002
701  0.32  2.34  1010
702  0.32  4.71  1012
703  0.32  4.31  1017
704  0.32  8.18  1021
705  0.32  5.30  1030
706  0.32  4.34  1035
707  0.32  6.10  1039
708  0.32  4.23  1045
709  0.32  8.49  1050
710  0.32  8.99  1058
711  0.32  13.29  1067
712  0.32  13.08  1080
713  0.32  13.76  1093
714  0.32  16.89  1107
715  0.32  22.09  1124
716  0.32  18.76  1146
717  0.32  5.29  1165
718  0.32  9.48  1170
719  0.48  7.60  939
720  0.48  8.28  947
721  0.48  11.94  955
722  0.48  9.10  967
723  0.48  10.56  976
724  0.48  8.06  987
725  0.48  37.63  995
726  0.48  25.87  1032
727  0.48  36.51  1058
728  0.48  17.12  1095
729  0.48  10.32  1112
730  0.48  16.19  1122
731  0.48  10.94  1138
732  0.48  9.69  1149
733  0.39  35.98  1159
734  0.32  11.55  1195
735  0.32  13.76  1207
736  0.32  15.94  1220
737  0.52  7.31  892
738  0.48  2.62  900
739  0.48  14.23  902
740  0.48  15.73  916
741  0.48  6.40  932
742  0.48  3.91  938
743  0.48  22.71  942
744  0.48  16.72  965
745  0.48  11.22  982
746  0.48  27.91  993
747  0.40  11.82  1021
748  0.32  3.60  1033
749  0.32  1.50  1036
750  3.68  1.00  3
751  3.52  4.63  4
752  2.16  4.45  8
753  0.96  3.16  13
754  0.96  4.61  16
755  0.96  4.37  20
756  0.96  4.68  25
757  0.96  2.06  29
758  0.96  5.22  32
759  0.96  6.47  37
760  0.96  3.26  43
761  0.84  11.82  46
762  3.28  3.26  8
763  3.20  5.11  11
764  3.36  6.99  17
765  2.72  6.18  24
766  2.08  5.75  30
767  2.32  9.44  35
768  2.48  9.77  45
769  1.76  4.04  55
770  0.96  3.86  59
771  0.96  8.88  63
772  0.96  4.35  71
773  0.96  5.39  76
774  1.04  9.06  81
775  1.00  11.00  90
776  0.96  15.23  101
777  0.96  6.41  116
778  0.88  4.38  123
779  0.80  5.17  127
780  1.76  2.73  55
781  1.12  6.54  57
782  1.20  6.93  64
783  1.12  9.15  71
784  1.12  12.10  80
785  1.00  10.39  92
786  1.08  11.83  103
787  1.12  8.16  114
788  1.12  4.08  123
789  1.04  2.20  127
790  1.04  8.60  129
791  1.12  0.50  137
792  1.04  7.85  138
793  0.96  7.99  146
794  0.88  7.22  154
795  0.80  10.53  161
796  1.68  3.68  45
797  0.96  4.93  49
798  0.96  7.24  54
799  0.96  5.47  61
800  0.96  5.86  66
801  0.96  12.93  72
802  0.96  10.38  85
803  1.04  5.08  95
804  1.04  8.22  100
805  0.96  6.26  109
806  0.96  6.82  115
807  0.96  7.30  122
808  0.96  5.77  129
809  0.96  8.35  135
810  0.96  2.94  143
811  0.96  19.33  146
812  0.96  0.95  165
813  0.96  7.60  166
814  0.96  4.27  174
815  0.96  2.50  178
816  2.40  4.62  24
817  1.28  3.74  28
818  1.12  7.94  32
819  1.28  0.90  40
820  1.44  3.69  41
821  1.28  2.42  44
822  1.28  6.24  47
823  1.28  4.57  53
824  1.28  5.41  58
825  1.28  4.68  63
826  1.20  5.07  68
827  1.12  7.08  73
828  1.04  7.80  80
829  0.88  7.81  88
830  0.88  8.03  95
831  0.96  3.20  104
832  0.88  9.79  107
833  0.72  3.29  117
834  0.64  3.50  120
835  0.64  1.77  123
836  0.64  4.30  125
837  0.64  8.97  129
838  0.64  3.76  138
839  1.44  2.41  41
840  1.28  3.01  43
841  1.28  4.81  46
842  1.16  10.24  51
843  1.04  8.32  61
844  0.96  2.55  70
845  0.96  14.77  72
846  0.96  14.10  87
847  0.96  8.34  101
848  0.96  7.79  109
849  0.84  12.94  117
850  0.80  10.94  130
851  2.27  1.50  0
852  2.56  7.50  1
853  2.48  3.61  8
854  1.92  5.18  12
855  1.04  4.87  17
856  0.80  4.10  22
857  0.80  5.42  26
858  2.72  2.94  12
859  2.24  8.33  15
860  1.60  5.69  23
861  1.72  12.37  29
862  1.28  3.62  41
863  0.80  8.50  45
864  0.68  11.98  54
865  0.64  4.74  66
866  0.64  15.21  70
867  0.64  4.61  85
868  1.28  7.67  41
869  0.72  5.73  49
870  0.64  18.40  55
871  0.64  15.52  73
872  0.64  26.35  89
873  0.64  29.74  115
874  0.64  6.98  145
875  0.64  7.30  152
876  0.64  3.40  159
877  0.64  6.26  163
878  0.64  5.51  169
879  0.64  12.97  174
880  1.92  9.63  15
881  0.88  8.78  25
882  0.72  9.30  33
883  0.72  4.90  33
884  0.64  26.17  38
885  0.64  8.54  65
886  3.04  1.58  6
887  2.48  3.95  7
888  2.28  11.30  11
889  2.40  6.79  22
890  1.60  5.14  29
891  0.92  11.64  34
892  1.12  9.73  46
893  1.20  5.34  56
894  1.12  10.30  61
895  1.12  7.96  71
896  1.04  5.55  79
897  0.96  5.39  85
898  0.84  12.90  90
899  0.80  9.76  103
900  0.68  16.13  113
901  2.32  1.30  29
902  1.92  8.01  31
903  1.52  4.83  39
904  1.36  8.23  43
905  1.04  6.37  52
906  0.72  7.84  58
907  0.64  3.89  66
908  0.64  3.16  70
909  0.64  23.47  73
910  0.64  11.82  96
911  0.64  5.48  108
912  0.64  13.22  114
913  0.56  2.77  127
914  0.60  11.09  130
915  0.56  17.89  141
916  0.48  7.64  159
917  0.80  8.64  58
918  0.80  7.91  67
919  0.72  6.64  75
920  0.64  5.70  81
921  0.56  4.18  87
922  0.48  4.58  91
923  2.16  1.73  31
924  1.72  13.89  32
925  2.16  8.91  46
926  2.08  7.29  55
927  1.60  6.10  62
928  1.76  12.68  69
929  1.36  6.91  81
930  0.96  5.21  88
931  0.96  12.35  93
932  0.96  10.77  106
933  0.96  3.11  116
934  0.96  10.47  120
935  0.96  7.25  130
936  0.96  6.54  137
937  0.88  8.75  144
938  0.80  9.14  153
939  0.56  11.22  162
940  1.36  7.55  81
941  0.96  9.05  89
942  0.96  5.70  98
943  0.96  9.96  103
944  0.96  17.42  113
945  0.96  9.62  131
946  0.88  4.14  140
947  0.68  10.33  145
948  0.56  5.37  155
949  2.16  3.64  55
950  1.60  4.61  59
951  1.36  10.51  63
952  1.28  19.94  74
953  0.92  14.36  94
954  0.80  4.48  108
955  0.80  4.70  113
956  0.80  3.17  117
957  0.68  12.90  121
958  0.52  19.72  133
959  1.12  7.62  9
960  1.12  10.02  16
961  1.12  3.60  26
962  1.12  6.30  30
963  1.04  8.04  36
964  0.96  5.50  44
965  0.96  4.99  50
966  1.04  1.91  55
967  1.04  6.28  57
968  1.32  10.23  63
969  1.68  11.36  73
970  1.68  7.14  85
971  1.44  7.63  92
972  1.28  11.54  99
973  1.36  2.55  111
974  1.36  4.43  114
975  1.20  9.53  118
976  1.12  6.23  128
977  1.12  4.33  134
978  1.12  3.94  138
979  1.36  3.83  142
980  1.28  7.52  146
981  1.04  6.58  153
982  1.12  3.90  160
983  1.04  9.85  164
984  1.20  9.47  114
985  0.96  5.38  123
986  0.96  11.74  128
987  0.96  8.60  140
988  0.96  9.49  149
989  0.96  8.96  158
990  0.72  17.62  167
991  1.60  11.12  11
992  1.52  6.24  22
993  1.36  6.23  28
994  1.28  2.90  34
995  1.28  5.86  37
996  1.28  4.22  43
997  1.28  6.59  47
998  1.20  4.08  54
999  1.12  6.00  58
1000  1.12  5.04  64
1001  1.04  6.37  69
1002  0.96  9.73  75
1003  0.84  12.12  85
1004  0.72  4.27  97
1005  0.64  2.20  101
1006  0.64  3.60  104
1007  0.64  3.50  107
1008  1.16  10.97  54
1009  1.12  8.51  65
1010  1.12  4.92  73
1011  1.12  9.50  78
1012  1.12  9.32  88
1013  1.12  4.30  97
1014  1.12  5.46  101
1015  1.12  6.16  107
1016  1.24  14.35  113
1017  1.28  6.72  127
1018  1.20  4.28  134
1019  1.04  4.53  138
1020  1.28  6.27  143
1021  1.44  2.49  149
1022  1.28  12.02  152
1023  1.28  9.99  164
1024  1.28  11.79  174
1025  1.28  15.19  185
1026  0.92  12.01  201
1027  3.20  9.90  13
1028  2.56  1.40  23
1029  2.72  4.19  24
1030  3.36  1.70  28
1031  2.72  7.00  14
1032  2.24  6.31  21
1033  2.08  7.60  27
1034  1.76  4.96  35
1035  1.12  3.27  40
1036  1.12  6.63  43
1037  0.88  4.07  50
1038  0.72  7.43  54
1039  0.72  7.01  61
1040  0.64  4.90  68
1041  0.64  6.60  73
1042  1.76  6.46  35
1043  1.12  2.89  41
1044  1.12  7.62  44
1045  0.76  10.30  52
1046  2.00  4.79  21
1047  1.28  15.23  26
1048  1.12  3.16  41
1049  1.20  5.39  44
1050  1.44  5.52  50
1051  1.20  9.82  55
1052  0.96  5.79  65
1053  1.20  17.20  71
1054  1.16  18.80  88
1055  1.04  7.26  107
1056  0.96  3.89  114
1057  0.88  8.07  118
1058  0.72  7.83  126
1059  0.64  11.91  134
1060  1.36  3.46  55
1061  1.28  5.83  59
1062  1.16  11.09  64
1063  1.12  4.39  75
1064  1.12  8.30  80
1065  1.12  9.70  88
1066  1.12  7.20  98
1067  1.12  4.48  105
1068  1.00  14.78  110
1069  1.28  4.53  59
1070  1.28  6.36  63
1071  1.52  10.74  69
1072  1.36  5.70  80
1073  1.12  3.70  86
1074  1.12  6.14  90
1075  1.20  7.20  96
1076  1.28  4.37  103
1077  1.28  4.70  107
1078  1.44  9.77  112
1079  1.52  7.99  122
1080  1.44  3.78  130
1081  1.08  10.51  133
1082  0.96  15.74  144
1083  0.96  6.72  160
1084  0.84  10.85  166
1085  0.72  4.90  177
1086  0.64  3.79  182
1087  0.64  5.39  186
1088  0.64  4.11  191
1089  0.64  5.40  196
1090  0.64  7.64  201
1091  0.64  8.68  209
1092  0.64  12.52  217
1093  1.36  7.50  80
1094  1.00  15.46  88
1095  1.08  11.76  103
1096  1.12  14.39  115
1097  0.96  4.52  129
1098  0.80  3.30  134
1099  0.80  5.62  137
1100  0.96  8.95  143
1101  1.04  6.74  152
1102  0.80  6.82  158
1103  0.64  18.80  165
